order_id,customer_id,product_id,quantity,order_date,gross_sales,discount,net_sales,costs,contribution_margin
ORD5497,CUST1147,PROD139,6,2024-03-01 00:16:19.853235490,4.98,0.06,4.68,2.82,1.86
ORD5498,CUST1117,PROD130,38,2024-03-01 03:10:12.408272181,264.86,0.12,233.08,150.1,82.98
ORD5499,CUST1085,PROD145,62,2024-03-01 06:04:04.963308872,417.88,0.04,401.16,236.84,164.32
ORD5500,CUST1062,PROD135,86,2024-03-01 08:57:57.518345563,325.94,0.15,277.05,184.9,92.15
ORD5501,CUST1188,PROD110,62,2024-03-01 11:51:50.073382255,169.26,0.0,169.26,96.1,73.16
ORD5502,CUST1103,PROD114,82,2024-03-01 14:45:42.628418946,64.78,0.09,58.95,36.9,22.05
ORD5503,CUST1048,PROD118,78,2024-03-01 17:39:35.183455637,216.06,0.1,194.45,122.46,71.99
ORD5504,CUST1070,PROD106,74,2024-03-01 20:33:27.738492328,143.56,0.1,129.2,81.4,47.8
ORD5505,CUST1000,PROD127,46,2024-03-01 23:27:20.293529019,234.6,0.02,229.91,132.94,96.97
ORD5506,CUST1140,PROD142,13,2024-03-02 02:21:12.848565710,14.95,0.14,12.86,8.45,4.41
ORD5507,CUST1178,PROD104,95,2024-03-02 05:15:05.403602401,133.95,0.03,129.93,76.0,53.93
ORD5508,CUST1122,PROD104,94,2024-03-02 08:08:57.958639092,132.54,0.09,120.61,75.2,45.41
ORD5509,CUST1183,PROD129,3,2024-03-02 11:02:50.513675784,11.79,0.03,11.44,6.69,4.75
ORD5510,CUST1061,PROD131,94,2024-03-02 13:56:43.068712475,424.88,0.05,403.64,240.64,163.0
ORD5511,CUST1031,PROD107,6,2024-03-02 16:50:35.623749166,35.34,0.08,32.51,20.04,12.47
ORD5512,CUST1157,PROD109,93,2024-03-02 19:44:28.178785857,226.92,0.06,213.3,128.34,84.96
ORD5513,CUST1028,PROD137,8,2024-03-02 22:38:20.733822548,41.92,0.02,41.08,23.76,17.32
ORD5514,CUST1048,PROD146,44,2024-03-03 01:32:13.288859239,356.4,0.03,345.71,201.96,143.75
ORD5515,CUST1172,PROD131,33,2024-03-03 04:26:05.843895930,149.16,0.06,140.21,84.48,55.73
ORD5516,CUST1029,PROD147,81,2024-03-03 07:19:58.398932622,435.78,0.11,387.84,247.05,140.79
ORD5517,CUST1143,PROD127,75,2024-03-03 10:13:50.953969313,382.5,0.13,332.78,216.75,116.03
ORD5518,CUST1167,PROD116,77,2024-03-03 13:07:43.509006004,302.61,0.01,299.58,171.71,127.87
ORD5519,CUST1018,PROD130,50,2024-03-03 16:01:36.064042695,348.5,0.06,327.59,197.5,130.09
ORD5520,CUST1017,PROD107,11,2024-03-03 18:55:28.619079386,64.79,0.02,63.49,36.74,26.75
ORD5521,CUST1000,PROD139,95,2024-03-03 21:49:21.174116077,78.85,0.0,78.85,44.65,34.2
ORD5522,CUST1077,PROD124,28,2024-03-04 00:43:13.729152768,228.2,0.1,205.38,129.36,76.02
ORD5523,CUST1114,PROD108,70,2024-03-04 03:37:06.284189459,261.8,0.09,238.24,148.4,89.84
ORD5524,CUST1174,PROD101,41,2024-03-04 06:30:58.839226151,348.09,0.02,341.13,197.21,143.92
ORD5525,CUST1193,PROD114,16,2024-03-04 09:24:51.394262842,12.64,0.04,12.13,7.2,4.93
ORD5526,CUST1112,PROD149,68,2024-03-04 12:18:43.949299533,463.08,0.0,463.08,262.48,200.6
ORD5527,CUST1113,PROD102,99,2024-03-04 15:12:36.504336224,99.99,0.13,86.99,56.43,30.56
ORD5528,CUST1165,PROD148,48,2024-03-04 18:06:29.059372915,314.4,0.15,267.24,178.08,89.16
ORD5529,CUST1178,PROD135,56,2024-03-04 21:00:21.614409606,212.24,0.02,208.0,120.4,87.6
ORD5530,CUST1062,PROD103,64,2024-03-04 23:54:14.169446297,242.56,0.03,235.28,137.6,97.68
ORD5531,CUST1131,PROD113,59,2024-03-05 02:48:06.724482988,253.11,0.13,220.21,143.37,76.84
ORD5532,CUST1128,PROD140,90,2024-03-05 05:41:59.279519680,147.6,0.14,126.94,83.7,43.24
ORD5533,CUST1007,PROD140,62,2024-03-05 08:35:51.834556371,101.68,0.06,95.58,57.66,37.92
ORD5534,CUST1156,PROD124,76,2024-03-05 11:29:44.389593062,619.4,0.01,613.21,351.12,262.09
ORD5535,CUST1054,PROD149,11,2024-03-05 14:23:36.944629753,74.91,0.01,74.16,42.46,31.7
ORD5536,CUST1102,PROD109,89,2024-03-05 17:17:29.499666444,217.16,0.09,197.62,122.82,74.8
ORD5537,CUST1130,PROD120,18,2024-03-05 20:11:22.054703135,20.88,0.06,19.63,11.88,7.75
ORD5538,CUST1031,PROD135,19,2024-03-05 23:05:14.609739826,72.01,0.0,72.01,40.85,31.16
ORD5539,CUST1009,PROD111,87,2024-03-06 01:59:07.164776517,305.37,0.09,277.89,173.13,104.76
ORD5540,CUST1109,PROD126,55,2024-03-06 04:52:59.719813209,429.0,0.0,429.0,243.1,185.9
ORD5541,CUST1161,PROD139,82,2024-03-06 07:46:52.274849900,68.06,0.12,59.89,38.54,21.35
ORD5542,CUST1123,PROD101,26,2024-03-06 10:40:44.829886591,220.74,0.05,209.7,125.06,84.64
ORD5543,CUST1086,PROD112,6,2024-03-06 13:34:37.384923282,16.08,0.01,15.92,9.12,6.8
ORD5544,CUST1054,PROD131,4,2024-03-06 16:28:29.939959973,18.08,0.09,16.45,10.24,6.21
ORD5545,CUST1031,PROD130,29,2024-03-06 19:22:22.494996664,202.13,0.06,190.0,114.55,75.45
ORD5546,CUST1177,PROD115,59,2024-03-06 22:16:15.050033355,167.56,0.15,142.43,94.99,47.44
ORD5547,CUST1134,PROD131,98,2024-03-07 01:10:07.605070046,442.96,0.08,407.52,250.88,156.64
ORD5548,CUST1092,PROD131,17,2024-03-07 04:04:00.160106738,76.84,0.04,73.77,43.52,30.25
ORD5549,CUST1007,PROD133,43,2024-03-07 06:57:52.715143429,156.95,0.11,139.69,89.01,50.68
ORD5550,CUST1064,PROD110,80,2024-03-07 09:51:45.270180120,218.4,0.04,209.66,124.0,85.66
ORD5551,CUST1056,PROD109,66,2024-03-07 12:45:37.825216811,161.04,0.14,138.49,91.08,47.41
ORD5552,CUST1066,PROD114,34,2024-03-07 15:39:30.380253502,26.86,0.06,25.25,15.3,9.95
ORD5553,CUST1186,PROD116,8,2024-03-07 18:33:22.935290193,31.44,0.08,28.92,17.84,11.08
ORD5554,CUST1071,PROD139,13,2024-03-07 21:27:15.490326884,10.79,0.01,10.68,6.11,4.57
ORD5555,CUST1053,PROD117,8,2024-03-08 00:21:08.045363575,44.16,0.06,41.51,25.04,16.47
ORD5556,CUST1066,PROD108,94,2024-03-08 03:15:00.600400267,351.56,0.12,309.37,199.28,110.09
ORD5557,CUST1050,PROD124,96,2024-03-08 06:08:53.155436958,782.4,0.12,688.51,443.52,244.99
ORD5558,CUST1096,PROD139,94,2024-03-08 09:02:45.710473649,78.02,0.03,75.68,44.18,31.5
ORD5559,CUST1091,PROD113,65,2024-03-08 11:56:38.265510340,278.85,0.03,270.48,157.95,112.53
ORD5560,CUST1007,PROD124,43,2024-03-08 14:50:30.820547031,350.45,0.12,308.4,198.66,109.74
ORD5561,CUST1161,PROD149,39,2024-03-08 17:44:23.375583722,265.59,0.14,228.41,150.54,77.87
ORD5562,CUST1034,PROD121,81,2024-03-08 20:38:15.930620413,674.73,0.01,667.98,382.32,285.66
ORD5563,CUST1095,PROD129,59,2024-03-08 23:32:08.485657104,231.87,0.07,215.64,131.57,84.07
ORD5564,CUST1087,PROD119,84,2024-03-09 02:26:01.040693796,137.76,0.05,130.87,78.12,52.75
ORD5565,CUST1077,PROD120,88,2024-03-09 05:19:53.595730487,102.08,0.13,88.81,58.08,30.73
ORD5566,CUST1031,PROD143,86,2024-03-09 08:13:46.150767178,538.36,0.01,532.98,305.3,227.68
ORD5567,CUST1119,PROD131,93,2024-03-09 11:07:38.705803869,420.36,0.03,407.75,238.08,169.67
ORD5568,CUST1045,PROD145,86,2024-03-09 14:01:31.260840560,579.64,0.11,515.88,328.52,187.36
ORD5569,CUST1143,PROD148,44,2024-03-09 16:55:23.815877251,288.2,0.01,285.32,163.24,122.08
ORD5570,CUST1195,PROD120,9,2024-03-09 19:49:16.370913942,10.44,0.07,9.71,5.94,3.77
ORD5571,CUST1164,PROD134,37,2024-03-09 22:43:08.925950633,249.38,0.07,231.92,141.34,90.58
ORD5572,CUST1181,PROD131,74,2024-03-10 01:37:01.480987325,334.48,0.05,317.76,189.44,128.32
ORD5573,CUST1141,PROD129,36,2024-03-10 04:30:54.036024016,141.48,0.06,132.99,80.28,52.71
ORD5574,CUST1054,PROD138,92,2024-03-10 07:24:46.591060707,97.52,0.08,89.72,55.2,34.52
ORD5575,CUST1175,PROD148,28,2024-03-10 10:18:39.146097398,183.4,0.02,179.73,103.88,75.85
ORD5576,CUST1006,PROD111,42,2024-03-10 13:12:31.701134089,147.42,0.09,134.15,83.58,50.57
ORD5577,CUST1073,PROD140,43,2024-03-10 16:06:24.256170780,70.52,0.12,62.06,39.99,22.07
ORD5578,CUST1006,PROD146,85,2024-03-10 19:00:16.811207471,688.5,0.11,612.76,390.15,222.61
ORD5579,CUST1160,PROD117,88,2024-03-10 21:54:09.366244163,485.76,0.02,476.04,275.44,200.6
ORD5580,CUST1150,PROD120,42,2024-03-11 00:48:01.921280854,48.72,0.02,47.75,27.72,20.03
ORD5581,CUST1084,PROD112,66,2024-03-11 03:41:54.476317545,176.88,0.04,169.8,100.32,69.48
ORD5582,CUST1146,PROD120,55,2024-03-11 06:35:47.031354236,63.8,0.05,60.61,36.3,24.31
ORD5583,CUST1111,PROD107,72,2024-03-11 09:29:39.586390927,424.08,0.06,398.64,240.48,158.16
ORD5584,CUST1124,PROD145,48,2024-03-11 12:23:32.141427618,323.52,0.1,291.17,183.36,107.81
ORD5585,CUST1146,PROD139,91,2024-03-11 15:17:24.696464309,75.53,0.01,74.77,42.77,32.0
ORD5586,CUST1035,PROD145,22,2024-03-11 18:11:17.251501000,148.28,0.01,146.8,84.04,62.76
ORD5587,CUST1028,PROD106,27,2024-03-11 21:05:09.806537692,52.38,0.06,49.24,29.7,19.54
ORD5588,CUST1187,PROD122,93,2024-03-11 23:59:02.361574383,371.07,0.1,333.96,210.18,123.78
ORD5589,CUST1081,PROD143,67,2024-03-12 02:52:54.916611074,419.42,0.03,406.84,237.85,168.99
ORD5590,CUST1001,PROD131,13,2024-03-12 05:46:47.471647765,58.76,0.1,52.88,33.28,19.6
ORD5591,CUST1128,PROD110,45,2024-03-12 08:40:40.026684456,122.85,0.04,117.94,69.75,48.19
ORD5592,CUST1046,PROD121,10,2024-03-12 11:34:32.581721147,83.3,0.13,72.47,47.2,25.27
ORD5593,CUST1196,PROD121,9,2024-03-12 14:28:25.136757838,74.97,0.13,65.22,42.48,22.74
ORD5594,CUST1147,PROD142,54,2024-03-12 17:22:17.691794529,62.1,0.04,59.62,35.1,24.52
ORD5595,CUST1010,PROD124,27,2024-03-12 20:16:10.246831221,220.05,0.03,213.45,124.74,88.71
ORD5596,CUST1129,PROD121,34,2024-03-12 23:10:02.801867912,283.22,0.06,266.23,160.48,105.75
ORD5597,CUST1194,PROD127,1,2024-03-13 02:03:55.356904603,5.1,0.04,4.9,2.89,2.01
ORD5598,CUST1118,PROD128,32,2024-03-13 04:57:47.911941294,60.48,0.1,54.43,34.24,20.19
ORD5599,CUST1139,PROD112,89,2024-03-13 07:51:40.466977985,238.52,0.12,209.9,135.28,74.62
ORD5600,CUST1019,PROD117,93,2024-03-13 10:45:33.022014676,513.36,0.1,462.02,291.09,170.93
ORD5601,CUST1004,PROD101,71,2024-03-13 13:39:25.577051367,602.79,0.12,530.46,341.51,188.95
ORD5602,CUST1036,PROD128,67,2024-03-13 16:33:18.132088058,126.63,0.06,119.03,71.69,47.34
ORD5603,CUST1165,PROD120,84,2024-03-13 19:27:10.687124750,97.44,0.02,95.49,55.44,40.05
ORD5604,CUST1136,PROD114,20,2024-03-13 22:21:03.242161441,15.8,0.11,14.06,9.0,5.06
ORD5605,CUST1052,PROD126,94,2024-03-14 01:14:55.797198132,733.2,0.05,696.54,415.48,281.06
ORD5606,CUST1171,PROD149,35,2024-03-14 04:08:48.352234823,238.35,0.1,214.52,135.1,79.42
ORD5607,CUST1098,PROD130,99,2024-03-14 07:02:40.907271514,690.03,0.04,662.43,391.05,271.38
ORD5608,CUST1085,PROD114,91,2024-03-14 09:56:33.462308205,71.89,0.01,71.17,40.95,30.22
ORD5609,CUST1107,PROD122,90,2024-03-14 12:50:26.017344896,359.1,0.15,305.24,203.4,101.84
ORD5610,CUST1023,PROD123,78,2024-03-14 15:44:18.572381587,417.3,0.02,408.95,236.34,172.61
ORD5611,CUST1080,PROD143,17,2024-03-14 18:38:11.127418279,106.42,0.15,90.46,60.35,30.11
ORD5612,CUST1157,PROD112,18,2024-03-14 21:32:03.682454970,48.24,0.15,41.0,27.36,13.64
ORD5613,CUST1119,PROD121,45,2024-03-15 00:25:56.237491661,374.85,0.12,329.87,212.4,117.47
ORD5614,CUST1058,PROD142,93,2024-03-15 03:19:48.792528352,106.95,0.1,96.26,60.45,35.81
ORD5615,CUST1127,PROD136,84,2024-03-15 06:13:41.347565043,622.44,0.09,566.42,352.8,213.62
ORD5616,CUST1113,PROD132,53,2024-03-15 09:07:33.902601734,461.1,0.13,401.16,261.29,139.87
ORD5617,CUST1114,PROD102,91,2024-03-15 12:01:26.457638425,91.91,0.04,88.23,51.87,36.36
ORD5618,CUST1013,PROD118,82,2024-03-15 14:55:19.012675116,227.14,0.07,211.24,128.74,82.5
ORD5619,CUST1008,PROD122,68,2024-03-15 17:49:11.567711808,271.32,0.09,246.9,153.68,93.22
ORD5620,CUST1039,PROD128,65,2024-03-15 20:43:04.122748499,122.85,0.06,115.48,69.55,45.93
ORD5621,CUST1193,PROD129,1,2024-03-15 23:36:56.677785190,3.93,0.06,3.69,2.23,1.46
ORD5622,CUST1024,PROD138,58,2024-03-16 02:30:49.232821881,61.48,0.05,58.41,34.8,23.61
ORD5623,CUST1102,PROD143,26,2024-03-16 05:24:41.787858572,162.76,0.08,149.74,92.3,57.44
ORD5624,CUST1021,PROD146,20,2024-03-16 08:18:34.342895263,162.0,0.13,140.94,91.8,49.14
ORD5625,CUST1003,PROD124,87,2024-03-16 11:12:26.897931954,709.05,0.03,687.78,401.94,285.84
ORD5626,CUST1153,PROD136,10,2024-03-16 14:06:19.452968645,74.1,0.14,63.73,42.0,21.73
ORD5627,CUST1185,PROD146,59,2024-03-16 17:00:12.008005337,477.9,0.1,430.11,270.81,159.3
ORD5628,CUST1028,PROD107,75,2024-03-16 19:54:04.563042028,441.75,0.12,388.74,250.5,138.24
ORD5629,CUST1108,PROD141,41,2024-03-16 22:47:57.118078719,26.24,0.08,24.14,14.76,9.38
ORD5630,CUST1097,PROD115,5,2024-03-17 01:41:49.673115410,14.2,0.12,12.5,8.05,4.45
ORD5631,CUST1036,PROD107,65,2024-03-17 04:35:42.228152101,382.85,0.0,382.85,217.1,165.75
ORD5632,CUST1074,PROD100,17,2024-03-17 07:29:34.783188792,138.04,0.12,121.48,78.2,43.28
ORD5633,CUST1069,PROD143,22,2024-03-17 10:23:27.338225483,137.72,0.01,136.34,78.1,58.24
ORD5634,CUST1145,PROD104,98,2024-03-17 13:17:19.893262174,138.18,0.13,120.22,78.4,41.82
ORD5635,CUST1127,PROD102,41,2024-03-17 16:11:12.448298866,41.41,0.15,35.2,23.37,11.83
ORD5636,CUST1084,PROD100,93,2024-03-17 19:05:05.003335557,755.16,0.04,724.95,427.8,297.15
ORD5637,CUST1041,PROD103,68,2024-03-17 21:58:57.558372248,257.72,0.03,249.99,146.2,103.79
ORD5638,CUST1099,PROD139,69,2024-03-18 00:52:50.113408939,57.27,0.11,50.97,32.43,18.54
ORD5639,CUST1040,PROD134,11,2024-03-18 03:46:42.668445630,74.14,0.04,71.17,42.02,29.15
ORD5640,CUST1165,PROD131,56,2024-03-18 06:40:35.223482321,253.12,0.13,220.21,143.36,76.85
ORD5641,CUST1033,PROD141,51,2024-03-18 09:34:27.778519012,32.64,0.02,31.99,18.36,13.63
ORD5642,CUST1016,PROD133,21,2024-03-18 12:28:20.333555704,76.65,0.02,75.12,43.47,31.65
ORD5643,CUST1164,PROD142,99,2024-03-18 15:22:12.888592395,113.85,0.15,96.77,64.35,32.42
ORD5644,CUST1152,PROD124,76,2024-03-18 18:16:05.443629086,619.4,0.1,557.46,351.12,206.34
ORD5645,CUST1121,PROD109,26,2024-03-18 21:09:57.998665777,63.44,0.13,55.19,35.88,19.31
ORD5646,CUST1075,PROD120,19,2024-03-19 00:03:50.553702468,22.04,0.05,20.94,12.54,8.4
ORD5647,CUST1086,PROD145,60,2024-03-19 02:57:43.108739159,404.4,0.1,363.96,229.2,134.76
ORD5648,CUST1116,PROD138,71,2024-03-19 05:51:35.663775850,75.26,0.09,68.49,42.6,25.89
ORD5649,CUST1105,PROD126,47,2024-03-19 08:45:28.218812541,366.6,0.09,333.61,207.74,125.87
ORD5650,CUST1085,PROD126,71,2024-03-19 11:39:20.773849233,553.8,0.1,498.42,313.82,184.6
ORD5651,CUST1026,PROD101,26,2024-03-19 14:33:13.328885924,220.74,0.09,200.87,125.06,75.81
ORD5652,CUST1056,PROD140,40,2024-03-19 17:27:05.883922615,65.6,0.06,61.66,37.2,24.46
ORD5653,CUST1030,PROD147,5,2024-03-19 20:20:58.438959306,26.9,0.04,25.82,15.25,10.57
ORD5654,CUST1133,PROD112,21,2024-03-19 23:14:50.993995997,56.28,0.12,49.53,31.92,17.61
ORD5655,CUST1167,PROD108,78,2024-03-20 02:08:43.549032688,291.72,0.03,282.97,165.36,117.61
ORD5656,CUST1097,PROD135,4,2024-03-20 05:02:36.104069379,15.16,0.1,13.64,8.6,5.04
ORD5657,CUST1011,PROD121,23,2024-03-20 07:56:28.659106070,191.59,0.03,185.84,108.56,77.28
ORD5658,CUST1052,PROD141,84,2024-03-20 10:50:21.214142762,53.76,0.09,48.92,30.24,18.68
ORD5659,CUST1198,PROD125,15,2024-03-20 13:44:13.769179453,18.3,0.11,16.29,10.35,5.94
ORD5660,CUST1137,PROD111,93,2024-03-20 16:38:06.324216144,326.43,0.03,316.64,185.07,131.57
ORD5661,CUST1172,PROD116,8,2024-03-20 19:31:58.879252835,31.44,0.01,31.13,17.84,13.29
ORD5662,CUST1144,PROD113,41,2024-03-20 22:25:51.434289526,175.89,0.02,172.37,99.63,72.74
ORD5663,CUST1153,PROD113,19,2024-03-21 01:19:43.989326217,81.51,0.09,74.17,46.17,28.0
ORD5664,CUST1189,PROD133,46,2024-03-21 04:13:36.544362908,167.9,0.13,146.07,95.22,50.85
ORD5665,CUST1121,PROD119,28,2024-03-21 07:07:29.099399599,45.92,0.01,45.46,26.04,19.42
ORD5666,CUST1045,PROD110,91,2024-03-21 10:01:21.654436291,248.43,0.11,221.1,141.05,80.05
ORD5667,CUST1063,PROD115,68,2024-03-21 12:55:14.209472982,193.12,0.05,183.46,109.48,73.98
ORD5668,CUST1129,PROD130,15,2024-03-21 15:49:06.764509673,104.55,0.07,97.23,59.25,37.98
ORD5669,CUST1053,PROD105,99,2024-03-21 18:42:59.319546364,328.68,0.14,282.66,186.12,96.54
ORD5670,CUST1106,PROD118,37,2024-03-21 21:36:51.874583055,102.49,0.05,97.37,58.09,39.28
ORD5671,CUST1192,PROD136,1,2024-03-22 00:30:44.429619746,7.41,0.07,6.89,4.2,2.69
ORD5672,CUST1050,PROD103,67,2024-03-22 03:24:36.984656437,253.93,0.0,253.93,144.05,109.88
ORD5673,CUST1180,PROD146,24,2024-03-22 06:18:29.539693128,194.4,0.01,192.46,110.16,82.3
ORD5674,CUST1035,PROD103,27,2024-03-22 09:12:22.094729820,102.33,0.04,98.24,58.05,40.19
ORD5675,CUST1114,PROD119,40,2024-03-22 12:06:14.649766511,65.6,0.0,65.6,37.2,28.4
ORD5676,CUST1025,PROD109,63,2024-03-22 15:00:07.204803202,153.72,0.09,139.89,86.94,52.95
ORD5677,CUST1028,PROD123,61,2024-03-22 17:53:59.759839893,326.35,0.06,306.77,184.83,121.94
ORD5678,CUST1148,PROD134,36,2024-03-22 20:47:52.314876584,242.64,0.08,223.23,137.52,85.71
ORD5679,CUST1010,PROD125,98,2024-03-22 23:41:44.869913275,119.56,0.03,115.97,67.62,48.35
ORD5680,CUST1039,PROD136,93,2024-03-23 02:35:37.424949966,689.13,0.04,661.56,390.6,270.96
ORD5681,CUST1010,PROD137,24,2024-03-23 05:29:29.979986657,125.76,0.1,113.18,71.28,41.9
ORD5682,CUST1163,PROD120,24,2024-03-23 08:23:22.535023349,27.84,0.14,23.94,15.84,8.1
ORD5683,CUST1112,PROD139,4,2024-03-23 11:17:15.090060040,3.32,0.01,3.29,1.88,1.41
ORD5684,CUST1186,PROD138,67,2024-03-23 14:11:07.645096731,71.02,0.13,61.79,40.2,21.59
ORD5685,CUST1038,PROD120,34,2024-03-23 17:05:00.200133422,39.44,0.09,35.89,22.44,13.45
ORD5686,CUST1053,PROD109,57,2024-03-23 19:58:52.755170113,139.08,0.08,127.95,78.66,49.29
ORD5687,CUST1097,PROD137,49,2024-03-23 22:52:45.310206804,256.76,0.08,236.22,145.53,90.69
ORD5688,CUST1054,PROD145,87,2024-03-24 01:46:37.865243495,586.38,0.01,580.52,332.34,248.18
ORD5689,CUST1110,PROD103,53,2024-03-24 04:40:30.420280186,200.87,0.01,198.86,113.95,84.91
ORD5690,CUST1151,PROD144,23,2024-03-24 07:34:22.975316878,114.08,0.09,103.81,64.63,39.18
ORD5691,CUST1149,PROD119,69,2024-03-24 10:28:15.530353569,113.16,0.05,107.5,64.17,43.33
ORD5692,CUST1068,PROD116,95,2024-03-24 13:22:08.085390260,373.35,0.14,321.08,211.85,109.23
ORD5693,CUST1055,PROD106,53,2024-03-24 16:16:00.640426951,102.82,0.06,96.65,58.3,38.35
ORD5694,CUST1032,PROD103,62,2024-03-24 19:09:53.195463642,234.98,0.02,230.28,133.3,96.98
ORD5695,CUST1035,PROD128,41,2024-03-24 22:03:45.750500333,77.49,0.11,68.97,43.87,25.1
ORD5696,CUST1147,PROD113,57,2024-03-25 00:57:38.305537024,244.53,0.04,234.75,138.51,96.24
ORD5697,CUST1080,PROD102,60,2024-03-25 03:51:30.860573715,60.6,0.08,55.75,34.2,21.55
ORD5698,CUST1189,PROD123,54,2024-03-25 06:45:23.415610407,288.9,0.1,260.01,163.62,96.39
ORD5699,CUST1108,PROD136,70,2024-03-25 09:39:15.970647098,518.7,0.14,446.08,294.0,152.08
ORD5700,CUST1153,PROD115,57,2024-03-25 12:33:08.525683789,161.88,0.12,142.45,91.77,50.68
ORD5701,CUST1193,PROD103,10,2024-03-25 15:27:01.080720480,37.9,0.1,34.11,21.5,12.61
ORD5702,CUST1072,PROD123,40,2024-03-25 18:20:53.635757171,214.0,0.1,192.6,121.2,71.4
ORD5703,CUST1039,PROD133,7,2024-03-25 21:14:46.190793862,25.55,0.14,21.97,14.49,7.48
ORD5704,CUST1016,PROD129,38,2024-03-26 00:08:38.745830553,149.34,0.04,143.37,84.74,58.63
ORD5705,CUST1128,PROD117,85,2024-03-26 03:02:31.300867245,469.2,0.0,469.2,266.05,203.15
ORD5706,CUST1060,PROD118,61,2024-03-26 05:56:23.855903936,168.97,0.04,162.21,95.77,66.44
ORD5707,CUST1170,PROD130,84,2024-03-26 08:50:16.410940627,585.48,0.03,567.92,331.8,236.12
ORD5708,CUST1103,PROD118,3,2024-03-26 11:44:08.965977318,8.31,0.1,7.48,4.71,2.77
ORD5709,CUST1041,PROD148,51,2024-03-26 14:38:01.521014009,334.05,0.1,300.65,189.21,111.44
ORD5710,CUST1024,PROD145,86,2024-03-26 17:31:54.076050700,579.64,0.09,527.47,328.52,198.95
ORD5711,CUST1038,PROD118,47,2024-03-26 20:25:46.631087391,130.19,0.0,130.19,73.79,56.4
ORD5712,CUST1034,PROD121,68,2024-03-26 23:19:39.186124082,566.44,0.11,504.13,320.96,183.17
ORD5713,CUST1130,PROD123,92,2024-03-27 02:13:31.741160774,492.2,0.05,467.59,278.76,188.83
ORD5714,CUST1107,PROD144,76,2024-03-27 05:07:24.296197465,376.96,0.1,339.26,213.56,125.7
ORD5715,CUST1171,PROD111,38,2024-03-27 08:01:16.851234156,133.38,0.08,122.71,75.62,47.09
ORD5716,CUST1178,PROD129,36,2024-03-27 10:55:09.406270847,141.48,0.05,134.41,80.28,54.13
ORD5717,CUST1101,PROD137,41,2024-03-27 13:49:01.961307538,214.84,0.02,210.54,121.77,88.77
ORD5718,CUST1097,PROD130,69,2024-03-27 16:42:54.516344229,480.93,0.01,476.12,272.55,203.57
ORD5719,CUST1011,PROD135,13,2024-03-27 19:36:47.071380920,49.27,0.12,43.36,27.95,15.41
ORD5720,CUST1018,PROD118,87,2024-03-27 22:30:39.626417611,240.99,0.14,207.25,136.59,70.66
ORD5721,CUST1100,PROD147,58,2024-03-28 01:24:32.181454303,312.04,0.1,280.84,176.9,103.94
ORD5722,CUST1043,PROD144,50,2024-03-28 04:18:24.736490994,248.0,0.02,243.04,140.5,102.54
ORD5723,CUST1186,PROD135,30,2024-03-28 07:12:17.291527685,113.7,0.06,106.88,64.5,42.38
ORD5724,CUST1048,PROD129,62,2024-03-28 10:06:09.846564376,243.66,0.11,216.86,138.26,78.6
ORD5725,CUST1188,PROD148,25,2024-03-28 13:00:02.401601067,163.75,0.12,144.1,92.75,51.35
ORD5726,CUST1016,PROD132,27,2024-03-28 15:53:54.956637758,234.9,0.02,230.2,133.11,97.09
ORD5727,CUST1073,PROD117,51,2024-03-28 18:47:47.511674449,281.52,0.0,281.52,159.63,121.89
ORD5728,CUST1056,PROD148,78,2024-03-28 21:41:40.066711140,510.9,0.11,454.7,289.38,165.32
ORD5729,CUST1054,PROD127,57,2024-03-29 00:35:32.621747832,290.7,0.05,276.16,164.73,111.43
ORD5730,CUST1046,PROD146,47,2024-03-29 03:29:25.176784523,380.7,0.04,365.47,215.73,149.74
ORD5731,CUST1011,PROD110,39,2024-03-29 06:23:17.731821214,106.47,0.0,106.47,60.45,46.02
ORD5732,CUST1061,PROD144,16,2024-03-29 09:17:10.286857905,79.36,0.08,73.01,44.96,28.05
ORD5733,CUST1079,PROD132,22,2024-03-29 12:11:02.841894596,191.4,0.13,166.52,108.46,58.06
ORD5734,CUST1082,PROD116,85,2024-03-29 15:04:55.396931287,334.05,0.14,287.28,189.55,97.73
ORD5735,CUST1007,PROD105,54,2024-03-29 17:58:47.951967978,179.28,0.08,164.94,101.52,63.42
ORD5736,CUST1148,PROD103,21,2024-03-29 20:52:40.507004669,79.59,0.08,73.22,45.15,28.07
ORD5737,CUST1080,PROD119,72,2024-03-29 23:46:33.062041361,118.08,0.01,116.9,66.96,49.94
ORD5738,CUST1117,PROD147,16,2024-03-30 02:40:25.617078052,86.08,0.08,79.19,48.8,30.39
ORD5739,CUST1197,PROD146,59,2024-03-30 05:34:18.172114743,477.9,0.06,449.23,270.81,178.42
ORD5740,CUST1199,PROD126,31,2024-03-30 08:28:10.727151434,241.8,0.09,220.04,137.02,83.02
ORD5741,CUST1024,PROD114,42,2024-03-30 11:22:03.282188125,33.18,0.06,31.19,18.9,12.29
ORD5742,CUST1088,PROD105,74,2024-03-30 14:15:55.837224816,245.68,0.04,235.85,139.12,96.73
ORD5743,CUST1011,PROD146,32,2024-03-30 17:09:48.392261507,259.2,0.01,256.61,146.88,109.73
ORD5744,CUST1142,PROD113,59,2024-03-30 20:03:40.947298198,253.11,0.05,240.45,143.37,97.08
ORD5745,CUST1058,PROD110,34,2024-03-30 22:57:33.502334890,92.82,0.01,91.89,52.7,39.19
